29,174,91,-85,-29,-0.50000000,9.43525505,1,2001-02-05,\N,MAJKPBZEQJIIDVZULVKM,RDWEKSDDVYJDYTNEQMCTTVDNKURPSBFI,DGLPTDVGXFEWJRNJWVMOMRXMES,HWWC,-98
30,130,-112,-27,-193,-0.39999998,7.44528675,0,2005-09-12,2001-07-21 00:24:36.316,ULPGDSVXVNTJDTWTFIS,BQFHTNMLFUMZD,PDLLSPLDUDQGICUMSAXOWBGDLJYFBUAY,RODTOVUILPZWXBFOZDXVALYS,137
31,239,93,124,-96,0.20000002,7.88135767,0,2011-05-19,\N,\N,CJQBMFRRTKTCGEBFYEWN,OEBWWQIFFFBNLNYDCUMLHLTOECHTUKUIRU,WFRONTRFHRRDSVVUYQZ,98
32,171,32,\N,-71,1.10000002,-1.68207943,0,2005-03-18,2000-12-13 03:21:05.139,\N,IUE,OFUTRSKUSHKWDJEHEJWLUYUMQCHHUCB,UJNFVBWZNHQCQNCH,\N
33,33,-147,167,-120,-1.00000000,4.62169647,1,2010-02-02,2001-12-26 00:10:18.750,QSTUGICVSYFZUEZLSHIXLLFXVBODSMOXSKBIDXPN,HFJIXZIBXNFNNQYCIGVSUMIWEMTYU,MCQNFOVFBJQOUOZJTADNO,JBGQZMCRQFTCKMATDZWKHRNPPBTDMQNATJMFIBSU,87
34,60,\N,94,29,-1.29999995,\N,0,2007-03-17,2000-11-05 17:24:15.748,IVIEUOD,SMCXXFE,SGTLVTMUSHGQMAPJUBLCFYOLXCVWWJ,CSLIWXRUIOT,-166
35,78,21,-195,126,-0.89999998,5.60409927,\N,2007-10-27,\N,FCQXCXTNYXJFRWLSYACBEFPSQI,TGXHKNOTJLYRJGHLGFYQESGHKMGPDALE,CQHCNJYLGEYRVJVKFLOVXWBWOGQMSCRNDTKKQRW,\N,-112
36,220,22,-33,\N,-0.59999996,-3.18606853,1,2003-07-11,\N,TXOFQMDUVTDLRYHRMJNC,TYUCIP,VXU,IMLYFRNMVNDZJXOFQCIZCJRDCLEMAJHTHT,57
37,177,135,-98,-96,\N,2.78865695,1,2004-03-18,2004-06-14 09:35:31.242,KL,KI,DHCKFYLPVJHXJWJVRVDNBGDFU,LEVWHNJZGFNWERTY,-130
38,224,-83,66,\N,-0.09999998,-2.80834794,0,2009-03-13,2007-05-14 18:45:51.178,QRCOLXFTFBTVT,GYPTFKQHPPYKYPDBWGFPAUYVIKIJTZ,WUNZGWXGCSPVOBUOCSJOQTRNDFUX,OFAUTYNBGTVCTGWNGUXCTOVGIVOSLHOLIOEWD,-36
39,146,97,63,112,-1.00000000,9.84777832,0,\N,2001-12-26 12:39:41.897,WMYZYLG,JTBPKTZSHOLG,JDOPYTXDUQGYQSNKUIJIAVLRRWQ,TYRUMUWTNUHCDCVCRXUVYJNCR,-77
40,234,113,-162,-27,0.30000001,0.45894861,1,\N,2002-03-20 03:55:50.794,GO,NNUEAWHAFWFIYHINPHULJOXLRGIBBWTQYBFQJKY,EMBPBUTYOCQKAEFTCAIGAINYEIXCRNKHLWWK,CVNEQTVZHIUKUQCTOVBRLARSDH,-125
41,68,55,-90,40,1.10000002,-1.97714388,0,2007-09-11,\N,WCJHSECRTQMEXQQKDPUEHBF,WIMIS,PCVYUJBCMMGCJNYNNXFLJVWINMZ,RQSQIHOFSQSCARMTTORSPMYEIKQQ,-126
42,170,84,-97,41,-0.50000000,\N,\N,2011-07-21,2001-07-05 05:53:16.591,LKRYVLJIUEXPWQVGBZUYKKIEDGXDNUVN,EOZVPVDULVVRUVURHBXAJQVEEOTGTUPLFD,JQROTCWRQG,ALDSWOFEPW,-100
43,158,90,-72,67,-1.10000002,\N,1,2001-07-09,2005-06-11 14:42:50.823,UWKRJOOPALRSGVFELBNWGLKLUKKJ,BBIBOJLDAOWDQVFVITJUZNJOFYF,HQQFXPIMIDRIXMGOTQSGFCI,RNNRQJCHDNWIFNNUYUEUKFIGDQCCOYTCKCEOTSJU,120
44,\N,-7,-1,6,\N,7.32434988,1,\N,\N,QHFNBKF,WFRGSRAUERFSDSDWIQOMXUWHZBNYRE,JSTDVNEYQGIYUINUGYJ,GI,194
45,200,-187,-77,-121,-1.29999995,-1.60987139,0,2002-06-22,2001-02-22 14:43:46.759,FQOXCH,QAPGQCXBZGDMLVBCENFTGCEGXYTNQJRQKLHUAWD,AAMFRDKBXLBBPEJSDSXCVNBPXEV,\N,-138
46,178,-12,-163,196,-0.80000001,5.44601440,1,2006-08-19,2003-06-18 06:54:46.842,EWXXSKTELPDNVYPIEVTBIBTJLJLCDMSC,SFINVQHXSAOVVCVN,BDODVFDFIYVDYRPR,RFOHYGIQET,-176
47,147,15,165,182,-1.20000005,\N,0,2001-01-24,2001-12-18 03:25:12.614,VJVIWGPVGUZ,LGLRYJFWPNVAJHAFIYDTJZCMRGAHDMDTPBAR,CSOYAYJODYLESADCU,URFLEVPIPCQVQRKWDSZQ,-197
48,93,116,26,50,-0.19999999,-1.14447653,1,2002-01-13,2001-04-13 18:33:11.112,UEZMDTINBWONM,GXCTFUJABDUUYJIKVAHWLKTHTDWWLFLIZYMHTTB,ILCWFGGMDGNOHDU,TCDLTDKIYCYEQPXU,99
49,229,-130,-66,194,-0.29999998,-1.89024806,0,2001-08-28,2004-11-29 13:20:58.298,EFNLSMTFELQEWCP,YPDXENHISGADGQISCLSCOVCPQUSDASVJRPJOC,MMFGLBUMHYVRGUZCKNIDXVKCJKUCTUBYAFAVQ,QBKNNDDGMJDYSLIQ,\N
50,54,-194,63,57,1.30000007,8.26531410,0,2014-09-30,2004-05-18 15:13:37.565,OXUNMN,NEXZERJX,H,GMQAWWAGZGGSCITTBRSLOKTLUXYQGVQ,-8
51,149,-106,128,-5,1.10000002,4.37768841,0,2014-07-03,2001-04-09 05:58:46.820,LHVVHDUILJDOEBRKBKCBNCXSJTJQJMWRFNFCZC,RTBFLSNDHREGXTKQHJLWYUUALDDCWWGF,DZNNPNLTEKDVKWFMAZMJDGSDYDSWOCHHEW,UFORKILPESHPKFHZCQRNMJDWTH,85
52,232,\N,-164,\N,-0.80000001,5.24398565,0,2012-04-26,2004-05-27 21:12:20.897,MGPDWDANIOTQFDWBJYKMYP,SWIXBNQMCWUBUPQEWLXQTJMTDGRKX,HHKJEDHCC,UBUOKVCHMNCGNEUPDCB,158
53,235,63,129,20,-1.10000002,-5.79816389,1,2010-10-22,2001-06-22 11:03:05.065,LNLIF,MB,DKWPOYRIRYLHWPVKMSKJKUWHT,FLDOKQJKJVUMUFVTNBKSB,-112
54,101,123,198,61,1.10000002,-1.15490854,0,2013-04-18,2003-04-21 14:28:11.838,TVXRWBDXRIDNVOQZZFPGKUEVTYWLUCIIEXSYI,VKWYQLVXFTWEJQIXCFFREJSRZLIQFAHEOGWI,QD,PFTXSUXKIHPHDQVHWKGJMQXIKYBR,175
55,13,\N,-177,-134,-1.00000000,7.82502890,0,2006-10-15,2005-02-08 00:01:40.907,QFKKPMV,OIDQJTKJEPUNKLNLBYJPBVEPI,UNQTXWDSWUKCCNSX,\N,98
56,116,-140,-133,66,0.80000001,\N,0,2006-07-31,2003-11-28 15:40:56.525,VHLVYWHJRLPWSLWE,VROFSFNVYGAQYPBXKQVF,FUVLJGTWRTQMTOWO,\N,192
57,77,-93,-49,-163,1.40000010,-8.17553139,0,2009-06-19,2005-10-27 06:42:17.574,QVTCXOGZGC,WFTIJMYHX,IJDWPHFGFWOQEJINPVDFAFGWAIBDKL,NSIPSU,-138
58,45,-112,189,\N,-1.29999995,\N,0,2012-12-08,2003-03-05 11:45:52.227,FFMNVFNMUVMZTDQFKXDCDUDWEVNHTJEBHWSQPIMK,LONUTMKMTVF,ASHBPDFSKLEPPKECIQBBUVVEGKHBEMJBW,CBR,46
59,98,198,-195,\N,0.00000002,-2.62509584,1,2010-04-16,2002-03-04 23:40:12.032,VQKNQGVCALB,MPMETURIJCGSFQJDCDGQMFTVPJREPUBRKHIU,BMHJPPGJDONXUITJKZTTHOESWKXBTVPPOZIJ,NPYJTTWOJFBQKOOIJEOUTIPCD,115
60,139,-177,74,\N,1.00000000,-4.87701130,0,\N,2001-11-18 00:13:24.439,LTMWHGOUOIHUFXFEVYEKSNWFNH,EZOHKPEBYL,CEDHVXMNCZDXUQ,GSSCFYKTYTUAJWFGOELJFZSVMWBRXOGFZTOHOLGS,77
61,19,\N,\N,-112,0.40000004,-2.80247879,0,2010-01-06,\N,KGKHVUASXWNMLBFQMCVHECOM,TPCJSGVELFIORTVRMZTCOTWWWVKROUMAXQGEFEO,YJS,YZVAHCMUKGZU,-132
62,209,-45,69,64,0.90000004,-7.81951523,0,2007-05-28,2001-10-03 07:24:29.266,E,PEKWMVTLE,NMKVLIFYVETZKRLKKTBGQLTBYV,\N,\N
63,150,-119,\N,-97,-1.20000005,-5.68433380,1,\N,2001-06-25 21:39:47.495,XSYKSCXTTACLNHWOPDYJABHW,KBMWHGMOUNUWLGITLUBCKIKXULDPGCJOWTYYS,LXPENVVMIFJTGQOSD,GKDWNSKXGUJBPPFCOLJBHJQSODR,\N
64,163,\N,45,140,1.10000002,-4.66581297,1,\N,2000-12-30 11:47:20.817,KEVLJKIJMZXTWBZJOSPGDSCX,AXIJWERFWWQRFCYTKSOQCMASDPFDSS,CQPBIX,\N,-164
65,235,153,-19,-9,-0.09999998,-8.06450367,0,2002-10-16,2000-10-10 01:42:35.533,MHPHUTCAEVCRCJURQNCQYSSWVK,BCUIWP,MUTNWMKBAHHNXNBTTFKLGE,OXPOTMGGMKTNCQSOVJVOMDAWXXINHGPEGJAOBE,12
66,155,90,181,\N,0.20000002,-9.93845463,0,2013-08-25,2006-05-07 05:46:26.725,NQJXOQBSJRCCGIXLWXIXUCCXXCWHWWGLXOGPGPEL,UXOAMLWKLOICDFWGBHFGELIDAHUMQHDKLWUJLQ,VUHAIXKXMG,PRSEIVTV,143
67,\N,-36,-101,86,-0.89999998,-7.24030781,0,2009-12-10,2007-03-10 13:46:43.282,KQSWLBTBQEBYG,WZVTFHECZOT,AEOJHVDKZVLMBA,WBLCWDCMDCDAYIWSNCYQDCUNNJEPKEC,-140
68,\N,86,116,128,1.00000000,3.56751561,1,2013-01-12,2002-11-15 17:01:27.330,WGTYKJTGPH,XJCCTHVJENOSSTAKLBZGRIW,ELSDWRSHWAWXCTELKBEKLJS,QCWOCATFONPDLROIKTKSWPXEXKQVCIDIAU,107
69,\N,-134,190,\N,0.90000004,1.56004190,1,2013-10-28,\N,EILUQTSVKHOUVBSNBX,RCRGOHPBMUH,PZAOQGIURI,HDTRXFCYOHVFYGOJDFEBNNZRVKC,-169
70,97,-183,-171,130,\N,-2.53031969,0,2005-02-18,2001-06-07 23:37:34.390,KQRLSPHUCMLWOBMGB,URVCSFUCCZSICVCUIWBHBMHLQZZGD,GCYOXKPJXPFYGJSLRUJXTKGJVYFFEVRVNR,SWKZTSETFLPGQOYPVKTMYICPXVUQYALXLHIDWMM,194
71,242,-35,-147,104,0.50000000,-2.57155180,1,2008-09-20,2007-01-31 12:04:59.002,FYDIBPHORIMFQIZWVWPLC,NGWYYCBPJDICVLD,FQO,EJICOOAYERLVMRSL,\N
72,90,\N,-72,\N,-1.29999995,\N,1,2003-03-19,2006-02-11 18:32:49.040,GSEXKGEDPMTUNIIMHCYIGXJHERBDWJ,TJGOTZCU,KHCWXQMRQMUDITDEUJKLFZIYXVVCWUNQDNB,KPBGXWDBOOFFVANOONMYXOYSPABUSKLQ,44
73,188,-129,-112,-172,0.10000002,5.95446682,1,2002-01-28,2001-10-27 11:14:53.227,QUPBYMUQHUZFWDNDIGQP,WEBCFYOMLRLLVERCSNUCDESRDFFDSGKNE,NBFIGNMPBHDBVIAMBMXP,WECFWLNECTMJGMPM,168
74,60,-91,10,100,-0.39999998,-8.60043812,1,2010-06-30,2003-10-30 12:41:17.403,IDIMWGBRIELLFVWMCJXNZGTTIPDWEQHVR,NVXUDBHLQRFYKOSDHWYZEUEQJOHJI,IPYUMKRIUGQRXBYX,AU,142
75,227,-48,-83,-148,1.20000005,7.69114733,0,2001-11-19,2003-11-25 22:45:51.430,QVYOOUISWFOSGTODPVYSUTFOFGIL,XOBUKIIU,WVYIBXXQRJRTCRH,YOGKCQVSTJJNXMJUWTMYVFBMJZCUTAWMOXS,-80
76,147,50,-154,-5,0.40000004,4.42379475,1,2010-03-10,2007-08-03 01:18:27.439,\N,LJSBJERBVR,BRKVSLXDUDZEXHTMCYXYKF,QYKHCKKFZK,\N
77,220,-82,150,14,0.10000002,3.52515101,1,2008-11-05,2002-03-05 11:38:33.508,\N,GDZT,DXGUTSUEKJELHDNFLYLPDICWLLSUITPSGLI,COPWNFOYOPGVXJRKHRLHUHYJIDXNKKLAGYGX,-154
78,80,119,-5,193,0.10000002,2.21022248,0,2004-05-20,2007-04-09 11:00:40.749,KIQBFKPVOQKDTDIHLF,XXRGBDXIIZEEYQDSKPSVVVZFIEGUABWYPJMBR,LGRIIUDQXTRYXXEEHI,ZDMK,-189
79,251,111,17,-21,1.30000007,1.03290796,0,2003-06-12,\N,\N,AQETDTYJOWPUPKWQSVIFAXFMD,BNNZVQEYYY,JLMDNRUSBCEKEEEIMWNNLOPANNK,-98
80,\N,-95,-75,-148,0.70000005,1.77649379,0,2007-03-02,2006-04-13 08:40:20.266,WEPOIZHIIMLBGUMLNOBWLOMUPODDZDMHC,NYQFMRGNVDRACQUMFFHGTXBIXTTHFMJIUBGKPQHA,ODSJLCUGSKGIPIROQVUPJOEOTPWLVDEXRRDMOZT,MIDTWKVVI,-31
81,16,\N,142,-78,0.40000004,1.50292158,1,2001-04-16,2007-02-27 06:10:47.275,RLXUQECFGDBMHVATTGVHLYECXBYWT,HQFOEUR,JUMUVRPIZWSPOL,GZUKWLBIMBCHTSZQPJCGBX,16
82,207,23,87,50,0.50000000,-6.16723347,0,2006-05-29,\N,CRGCSEXECIOULROMXAOOHVSRYMVOK,FOTBFNOFGXCDXQPRYHXGOQA,GWLYZPZ,IMXERBM,94
83,227,108,39,65,1.10000002,-3.20488882,0,2008-06-25,\N,\N,KWGYDTC,QEUDELMIRSSOVNBLXXERYBNKEXYQDMHKHPQLGLMT,IOHRVIPWFBZVSDCWYBOEDK,84
84,252,139,-84,119,-0.19999999,1.51290894,1,2002-10-01,2004-09-07 03:39:33.167,FAIZEIUFJOSPSMGZGPKJDBEQ,WVHOKSIC,KSOWUUPXOKTQKLTGYEPTJTNG,IAPGCRQSYU,-10
85,176,-147,-114,38,-0.09999998,-5.99076939,0,2012-08-26,2005-12-22 17:05:18.402,SYTEBSPGGI,ZQINNMLNXLQYXVMPHWHGNOLGEBSQPOKYSONUG,HXCODVKXBHPDPRHMOTCRWMBEXBCL,ZFCPDJHBCXFQOBSXWCDWDOQCT,84
86,95,85,16,-19,-0.59999996,-9.36285686,\N,\N,\N,ANPXESNPTWPJTFSPQSNBPPMQVBKPFNSQV,XXBCXICNDDBFSHFKEGFSNSOOCNNDLQ,HVPFWLUWINLRSTBJXQMKASDTJVYUKHI,NWYLNGXH,47
87,237,-85,33,41,0.70000005,-1.01794899,0,2010-04-21,2004-12-05 12:39:11.511,\N,PH,XOWSGMISXI,YWHQBLCYSYRBMTHBPVUCTNGBYWYIJBIWVKIJLH,-19
88,64,-12,\N,184,\N,-4.90218878,\N,2009-09-25,2002-07-13 21:16:50.879,FBLPXHFMNUIBMJUQ,YXENKYZWLDEMJWJJ,NB,OWGIKWTOTGRYSBMNLQA,-115
89,178,-34,38,-124,0.10000002,4.43757153,0,2001-08-30,2003-01-11 01:15:15.419,\N,FLOKFNGZJABL,QAOWTLHXTSMTBRUQTDFRPK,HXEEGUCXYVNO,-111
90,160,168,-84,-160,0.00000002,-3.52524161,0,2012-11-04,2001-05-16 22:00:29.858,RSIWPRJICLSFDOFOKKA,NGKHLTLOJUOQIYQQZBBPTJPYQGFGXLVVK,WUG,PKMNOMHERVZLJVRXLHHWFD,133
91,32,-43,48,-75,-0.59999996,\N,1,2011-02-06,2005-10-30 09:50:50.388,JEXCEYFJJERRCMUVQSDBRIVUFJRCEKJ,MFEGCDWUKFEHPHPNGVMQ,VJSTPQMNBVPI,EJEOXQ,-69
92,3,\N,69,132,0.00000002,-2.86426187,0,\N,2000-08-15 02:40:41.853,KETYCKHUYMF,ZJD,VJWALBHUNONGWS,EBJ,54
93,156,-102,-184,9,\N,-7.25269651,0,\N,2002-02-01 04:35:08.175,WACBTVWVFGKKJWYAG,MQOPSUQPZOSGWVWILPQQFUNMMCSGMSF,WQQUGUOWGJWIFOILGTURHZOYYBNMYOZDFQYOCP,NDRFWKBGBD,-66
94,124,105,-100,-125,\N,3.80142927,1,2004-12-04,2001-11-24 11:24:50.815,VBABDOZO,VDTPXKEEYXBWYNLPPMRLOOQBPPVDCOWMSTUSLKH,HMURWSVCPZIQFJDIMRJVOWIZ,UTHH,-185
95,77,-92,-146,-153,1.30000007,-7.35104370,0,2001-07-14,\N,BCVRQSIM,O,TEEAFCONYCTLOZEBEG,QVXRDMCHNXJUMSWBOHYNLPFXXXFCKGFXFEMIWQ,41
96,29,-165,115,6,-0.19999999,-6.94961071,0,\N,2002-03-16 04:39:14.229,\N,AUFQE,NLHWLHWRRFPCLFUQWMLLQGRTVRTPYHOBOESZJU,SJCDXQDCKUTXSQWTUCACVZUMKISCRJRLP,56
97,69,12,160,114,-0.69999999,7.53609180,0,2012-09-19,2006-11-01 04:44:15.995,\N,DSDOKS,XUTORGVRRETBL,LFFXNOSRWKLKKCKLMLYPASYKV,102
98,199,-86,-174,-119,1.20000005,-7.59057760,1,2014-04-29,2004-03-16 20:24:33.777,NXSUIHVPYBVDKR,LGLECNELH,BCCZPIQREA,DZIOHOFYPHFETKGCRTYQPEENN,105
99,254,20,18,19,\N,-0.97909033,\N,2001-04-12,2000-09-20 06:15:18.479,NCWIZTLGEHLYOKWKUEBVSLU,QDIYLPRUXAXDYVC,YYU,HXJYYKHFUAKCNWN,101
100,193,51,112,22,-1.00000000,-3.47877216,1,2004-12-25,2006-11-14 17:38:18.334,L,GRTKDWGUJPKYVKWWW,RRQIEHJUOXLIHOCFFCRP,BVWHHJRF,77
101,43,-96,36,40,-0.89999998,7.80079937,1,2001-11-04,\N,BYOTVALIGW,IDSGZIRBRTXLRMBFVTSKLUPKE,GSCXDVNNVXRBLYCJDDNTHFDASLFGKIYM,MZRLEYMMQGEHOFBIQPBJLGSQCJSVNCMKCTQO,-134
102,84,-66,49,26,\N,-2.67925262,0,2008-04-13,2005-02-04 18:11:37.159,IE,RDOEJLWZVLSFBWMEV,RQXSLWVVAWUQWHSXRYJINZHYYQSGLZCFDIJV,EPKJOXPJVXTMHCYGBJNSSCEDBKHNWVYHKL,82
103,15,125,-24,-82,1.30000007,-3.44033957,1,2013-10-10,2002-08-19 15:00:05.875,VCGGSIIUXFCCY,YEC,KYZHXQTYS,OZXCL,-83
104,181,-30,2,-87,0.50000000,-1.59242332,1,2007-12-18,2002-11-20 01:47:03.380,CAQFR,NLLSWQLXNA,KFUFWNHRAZDNCJENMHBNMIJ,OFESFISVXIDRBGSWAWA,12
105,102,39,178,91,-1.29999995,3.96164298,0,2005-06-09,2002-10-31 06:59:26.107,WNJROEUUWVSVVMYILSPXUDEYWIRZYGPIYQFPWPG,Y,FTEGVQQZEHJUWUSXCUUVEOIFLRDUTVBEFRO,WCKQXVN,-22
106,28,172,-195,-28,-0.69999999,4.63468933,0,2014-01-03,\N,MNVLAIQRVEMOFULSHXGIOCLHOOK,SUODJVUJGZJFKYNVBWJGZMWIBMYZECEWCVMTCF,AGBWHLN,NKWVDVKYJQNMERVYG,181
107,32,\N,-154,67,-1.10000002,0.27561665,1,2005-02-11,2003-09-16 18:31:18.884,QG,JFAPWADXMHBXEHSFJUDAKHOWESTNLTUQXUZVOOU,JUVTRGPYHPIKKSKYNT,\N,\N
108,125,100,76,-136,0.20000002,-2.53267479,1,2011-01-15,2005-11-25 05:30:10.966,NTOGEMSK,KJOCXOHYOKBEMJSYPLRIQJFJL,TPPXQERYQDLSXXHAEUYHMAXPKJNIQDINFKWB,ZFANITFMHTXNNXLBSHGNVBNYTE,\N
